id,title,district,price,negotiable,link,description,address,additional_cost,has_additional_cost,deposit,has_deposit_cost,has_deposit,total_monthly_cost,photos
1097693947,"Pokój dla studenta/-tki / Mokotów Egejska / 20-30 minut bez przesiadek UW, PW, SGH, SGGW, Łazarski, Vistula, Merito",Mokotów,1250,false,https://www.olx.pl/d/oferta/pokoj-dla-studenta-tki-mokotow-egejska-20-30-minut-bez-przesiadek-uw-pw-sgh-sggw-lazarski-vistula-merito-CID3-ID1chOl5.html?search_reason=search%7Cpromoted,"Umeblowany, zamykany na klucz pokój po generalnym remoncie, w 4-pokojowym mieszkaniu (bez właściciela) bez pośredników.
WYPOSAŻENIE POKOI
- wygodne łóżko z pojemnikiem na pościel, biurko, krzesło, lampa biurkowa i podłogowa, tablica korkowa, pojemna szafa, szybki Internet Wi-Fi w cenie (600 Mb/s),
- wszystkie zdjęcia są w 100% autentyczne, bez filtrów i ingerencji AI
WYPOSAŻENIE CZĘŚCI WSPÓLNYCH
- kuchnia: duża lodówka, nowoczesny air-fryer, mikrofalówka, kuchenka z piekarnikiem, płyta gazowa, komplet naczyń, sztućców i garnków
- osobne wc i łazienka z pralką i wanną
- przedpokój z przesuwną szafą z pełnym wyposażeniem gospodarczym
- ogrzewanie i ciepła woda z sieci miejskiej
OKOLICA
Bezpieczna i spokojna dzielnica Zielone Stegny z dala od hałasu głównych ulic. Duża ilość drzew, ławek, terenów zielonych, boisk. Otoczenie budynku i klatka zadbane. Blisko Galeria Sadyba, sklepy Biedronka, Mokpol, Żabka, Auchan, Rossmann, kebab, apteka, kino, restauracje, Tor Łyżwiarski Stegny. Mieszkanie dobrze skomunikowane z centrum Warszawy, Dworcem Centralnym, Lotniskiem Chopina i uczelniami wyższymi: UW, SGGW, SGH, PW, Łazarski, Vistula - wszędzie dojazd autobusem lub tramwajem około 20-30 minut bez przesiadek!
PEŁNY KOSZT WYNAJMU (umowa na 12 miesięcy z możliwością przedłużenia)
- Czynsz 1 250 Pln + ryczałt media 350 Pln razem 1 600 PLN / kaucja 1 600 Pln
- ubezpieczenie OC najemcy: ok. 50 PLN (płatne raz na rok dla Twojego bezpieczeństwa)
Zapraszamy studentki / -ów lub młode osoby pracujące. Szukamy lokatorów niepalących, bez zwierząt domowych, którzy szanują prywatność innych i dbają o porządek. Ze względów formalnych oraz językowych, kontakt telefoniczny oraz podpisanie umowy możliwe są wyłącznie w języku polskim.
Pokoje dostępne od zaraz – możliwość szybkiego obejrzenia pokoju. Zapewniam świetny, bezproblemowy kontakt z właścicielem i szybką reakcję na zgłaszane potrzeby.",ul. Puławskiej 12,0,False,,False,False,1250,"[""https://ireland.apollo.olxcdn.com:443/v1/files/a4xfoodnzsnu3-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/csrvho0olhtc2-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/h8vxgtqgjdqc1-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/te5l2ci5bg802-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/x21by55bh1e73-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/b54reeacicqb-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/zgjivo1bwqjs1-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/hudvjynzsupj3-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/q99dco6kp2yt-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/halsljtezvj2-PL/image""]"
1082490871,Klimatyczny pokój do wynajęcia,Mokotów,1300,false,https://www.olx.pl/d/oferta/klimatyczny-pokoj-do-wynajecia-CID3-ID1bg1kb.html?search_reason=search%7Cpromoted,"Pokój w bloku na osiedlu Stegny Mokotów. Piękna zielona okolica . Wokół bloków park.
Czyściutko, pachnąco. Mieszkanie po remoncie. Mieszkanie składa się z trzech pokoi , łazienki, toalety i kuchni z oknem. W kuchni nowa zmywarka, nowa lodówka, nowa kuchnia ikea z podświetlanym okapem, airfraier oraz mikrofalówka również nowe. W łazience nowa pralka.
W przedpokoju szafka ze sprzętem gosp. domowego: odkurzacz, mop, żelazko, schowane dodatkowo lampki biurkowe w miarę potrzeb. Wygodne półki na buty, płaszcze itp.
Okna wychodzą na zieleń. Z okna roztacza się piękny, niczym nie osłonięty widok .
8 piętro, winda. Pokój umeblowany, internet, kocyki, zagłówek aby od ściany nie było zimno, rolety w oknach.
Wszędzie blisko, do metra 2 przystanki , pętla autobusowa i tramwajowa 5 min. Kilka przystanków (3) Centrum Handlowe BestMal oraz Wilanów.
W okolicy przystanki , bar z domowymi obiadami, sklepy, Biedronka, Rossman, pod blokiem parking z wolnymi zawsze miejscami . Szlaban otwierany aplikacją w telefonie ( dla osób posiadających samochód). Generalnie świetna infrastruktura. Oferta skierowana do miłych spokojnych młodych kobiet, studentek.
W łazience prysznic, szafki na chemię i kosmetyki. Oddzielna toaleta.
Obowiązuje całkowity zakaz palenia tytoniu oraz innych substancji toksycznych. Należy dbać o czystość , zachowywać porządek , szanować obecność innych osób w drugim pokoju.
Obowiązuje kaucja w wysokości 1300 zł. Od tej kwoty niestety nie ma negocjacji oraz braku możliwości rezygnacji:)
Media 300 zł ( opłata stała- niezmienna)
Zapewniam Cię , że będziesz bardzo zadowolona :) Minimum 3 miesiące.
Zapraszam serdecznie :)
Przed zadaniem pytań proszę bardzo dokładnie przeczytać opis. Zadajecie państwo pytania na które są odpowiedzi w opisie.
Pokój 1300 zł plus media 300 zł, razem 1600 zł
Zachęcam do kontaktu, proszę dzwonić pod wskazany numer telefonu . Pokój dla jednej osoby.
Bardzo bardzo Państwa proszę nie umawiać się na oglądanie pokoju, jeśli wiecie Państwo, że nie przyjedziecie.
Mieszkanie pokazuje moja mama, która przyjeżdża autobusem, a są ogromne upały. Proszę to uszanować, z góry dziękuję :)
ID: 1082486222",Stegna Mokotów,300,True,1300,True,True,1600,"[""https://ireland.apollo.olxcdn.com:443/v1/files/x25gaqb6nhe92-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/gc6osff71u2g1-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/3kng1p2r78ms1-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/j64d6g0j29vj1-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/nxl3zquin21v3-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/mqyeac4isvf62-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/yqtyg6wh97al1-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/x0a88pwprqs8-PL/image""]"
1015334695,Wysoki Standard – Metro Politechnika,Śródmieście,1650,true,https://www.olx.pl/d/oferta/wysoki-standard-metro-politechnika-CID3-ID16IeV3.html?search_reason=search%7Cpromoted,"1-osobowy pokój w sercu Warszawy – Al. Szucha 300m od Marszałkowskiej i Placu Zbawiciela.
Mieszkanie wykończone w WYSOKIM STANDARDZIE. Mieszkanie czyste, ciepłe, jasne, w pełni umeblowane i wyposażone. W mieszkaniu oprócz tego znajdują się 4 pokoje.
WYPOSAŻENIE: Dwie łazienki (każda z prysznicem i WC) zapewnią wysoki komfort.
ZMYWARKA, pralka, SUSZARKA elektryczna (nie musisz wieszać i prasować ubrań), kuchenka indukcyjna, lodówka, mikrofalówka, czajnik, naczynia, sztućce – wszystko co potrzebne. Mieszkanie wyposażone także w odkurzacz, żelazko z deską, akcesoria do utrzymywania porządku.
LOKALIZACJA: Aleja Szucha – w pobliżu;  Marszałkowska 300m, Placu Zbawiciela (300m), Łazienki Królewskie (z drugiej strony ulicy), Park Ujazdowski (z drugiej strony ulicy), Ministerstwa, Ambasady, Belweder.
Doskonały punkt komunikacyjny; Marszałkowska 300m, METRO Politechnika – 600m,  Uniwersytet (15 min.), tramwaje, autobusy, Uczelnie, sklepy, restauracje, siłownie.
Mieszkanie młodych osób studiujących lub pracujących ceniących porządek. Imprezowiczom i  palaczom dziękujemy :)
CENY za pokój od 1650 zł/miesiąc plus opłaty za media w stałej kwocie 400 zł/miesiąc, Internet w cenie mediów. Kaucja zwrotna. Umowa do września z możliwością przedłużenia o rok.
KONTAKT bezpośrednio do właściciela.",Al. Szucha,400,True,,,True,2050,"[""https://ireland.apollo.olxcdn.com:443/v1/files/d9lx9v9rgob2-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/jwtkeg244yz41-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/rfwu31dpcfkn2-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/co70ehblubux-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/kfy40oqw7k0i-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/3tjfmu5e1diq2-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/p45kc5br98741-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/dxiabx6guud43-PL/image""]"
1098169622,"BEMOWO,  śliczny pokój",Bemowo,1150,false,https://www.olx.pl/d/oferta/bemowo-sliczny-pokoj-CID3-ID1cjO5g.html?search_reason=search%7Corganic,"Wynajmę bezpośrednio, bez właściciela.
Pokój wolny od już.
ADRES:  ul. SZARECKIEGO 6
Pokój zamykany na klucz
Umeblowany: łóżko, szafa, biurko, krzesło, komoda
Internet Wi-Fi 160 Mb/s.
Kuchnia i łazienka, w pełni umeblowane i wyposażone.
Osobne WC
(pralka, kuchenka, lodówka, mikrofala, naczynia i sztućce).
Miejsca parkingowe pod blokiem.
Spokojna okolica.
W pobliżu są:   Biedronka, Carrefour, McDonald’s, Cukiernia Sowa, Piekarnia Putka, bazarek, Rossmann, ING, PKO, sklepy, apteki, przychodnia, restauracje, kawiarnie, basen, fitness club
- 3 min do autobusu, 5 min do tramwaju, skąd jest doskonały dojazd do centrum,
- 15 min autobusem na uczelnie Wojskowej Akademii Technicznej,
- blisko ul. Powstańców Śląskich, ul. Radiowej i ul Wrocławskiej,
Autobusy: 112, 122, 171, 184, 201, 523, N01, N43, N45, D
Tramwaje: 11, 23, 24, 26, 28
Cena pokoju: 1150 zł/mies.
+ media (Internet, woda, prąd, gaz, wywóz śmieci) 150 zł/os
Wymagana jest kaucja 1300 zł
Zapraszam do kontaktu telefonicznego 88*******45",ul. Szareckiego 6,150,True,1300,True,True,1300,[]
1098173010,"BIELANY – śliczny pokój, ul. Renesansowa 15",Bielany,1450,false,https://www.olx.pl/d/oferta/bielany-sliczny-pokoj-ul-renesansowa-15-CID3-ID1cjOXU.html?search_reason=search%7Corganic,"Wynajmę bezpośrednio, bez właściciela.
Wolne od 30.09.2026
Mieszkanie po generalnym remoncie.
Adres: ul. Renesansowa 15, Bielany
W budynku znajduje się winda.
Pokój jest zamykany na klucz, w pełni umeblowany: łóżko, szafa, biurko, krzesło, komoda.
Szybki internet Wi-Fi – 300 Mb/s.
Wspólna kuchnia i łazienka są w pełni umeblowane i wyposażone:
pralka, kuchenka, lodówka, mikrofalówka, naczynia, garnki, sztućce.
Dodatkowo osobne WC.
Możliwość parkowania pod blokiem.
Cicha, spokojna okolica.
W pobliżu: Biedronka, Żabka, Rossmann, Top Market, E.Leclerc, Lubaszka piekarnia-cukiernia, Putka, Wierzejki, Dominos Pizza, Kurczak z Rożna, Kebab i Frytki, Poczta Polska, Restauracja Wietnamsko – Tajska, Zapiekanki u Pandy, Sushi Fudzi, paczkomaty Allegro One Box i InPost, Zdrofit, Fitness Land, bankomat, zegarmistrz, szewc, fryzjer.
Doskonała komunikacja:
3 minuty do przystanku autobusowego i tramwajowego, szybki dojazd do centrum.
Blisko ul. Broniewskiego, al. Reymonta, ul. Wólczyńska.
Blisko: Bemowo, Żoliborz, Wola
Autobusy: 112, 114, 184, N01, N02
Tramwaje: 26, 33
Metro Wawrzyszew 1 km
Cena pokoju: 1450 zł miesięcznie
Opłaty za media: 150 zł miesięcznie (internet, woda, prąd, gaz, śmieci)
Wymagana kaucja: 1500 zł
Zapraszam do kontaktu telefonicznego 88*******45","ul. Renesansowa 15, Bielany",150,True,1500,True,True,1600,"[""https://ireland.apollo.olxcdn.com:443/v1/files/dzbbv75w8q3k-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/5cjejyolcuys2-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/8dcv9ytma57g3-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/52qr8dxnymys3-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/vupdne0bsmp8-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/t68bky287yh6-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/b2z8dx1mcz1d2-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/3q75y1cev18s3-PL/image""]"
1097455298,Wynajem pokoju jednoosobowego,Wola,1400,false,https://www.olx.pl/d/oferta/wynajem-pokoju-jednoosobowego-CID3-ID1cgOfU.html?search_reason=search%7Corganic,"Witam. Mam do wynajęcia pokój jednoosobowy. W mieszkaniu znajdują się dwie łazienki, kuchnia. Mieszkanie jest 3 osobowe. Jest pełne wyposażenie w mieszkaniu. W mieszkaniu znajdują się internet. Czyn +opłaty i internet i jednorazowa kaucja. Mieszkanie znajduje się na ulicy Kłopot 4A. W obrębie znajduje się galeria i dworzec PKP. Dobra komunikacja . Proszę o kontakt po godzinie 16:30. Pokój wolny od 1 października.",Kłopot 4A,,False,,,False,,"[""https://ireland.apollo.olxcdn.com:443/v1/files/rpxzye7hmkle1-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/a9ex8ezl5rgk1-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/hhzc6nrlyfxs3-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/bu9va8495wsz-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/dt8ggq0teccb3-PL/image""]"
1097325025,Wynajmę pokój - Warszawa Mokotów,Mokotów,1450,false,https://www.olx.pl/d/oferta/wynajme-pokoj-warszawa-mokotow-CID3-ID1cggmJ.html?search_reason=search%7Corganic,"Pokój do wynajęcia – Warszawa, Mokotów
Do wynajęcia przytulny pokój o powierzchni 12,5 m² w przestronnym, 3-pokojowym mieszkaniu o powierzchni 64,5 m², położonym na warszawskim Mokotowie
Pokój dostępny od 1 października 2026 r.
Mieszkanie
Mieszkanie jest funkcjonalne i komfortowe. Do wspólnego użytku pozostają:
oddzielna kuchnia,
łazienka,
osobne WC,
pozostałe części wspólne mieszkania.
Obecnie w mieszkaniu mieszkają dwie spokojne, pracujące osoby, dlatego szukamy osoby, która również ceni sobie spokój, porządek i komfortowe warunki do życia.
Koszty
Czynsz za pokój: 1450 zł/miesiąc
Opłaty dodatkowe: ok. 250 zł/miesiąc
Lokalizacja
Warszawa – Mokotów
Dobra lokalizacja zapewniająca wygodny dojazd do innych części Warszawy oraz dostęp do sklepów, punktów usługowych i komunikacji miejskiej.
Przystanek autobusowy od Galerii Mokotów, Tramwajów i Bazarku przy ul. Puławskiej/Wałbrzyskiej, 2 przystanki autobusowe od Metra Służew
Jeżeli szukasz spokojnego miejsca do zamieszkania w dobrej lokalizacji, zapraszam do kontaktu i umówienia się na obejrzenie pokoju.
Kontakt:
Dorota - 60*******32",ul. Puławska 12,250,True,,,True,1700,"[""https://ireland.apollo.olxcdn.com:443/v1/files/bpzw9kelio8n-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/zdgv0ap5onvg2-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/rp8k59pjf58m-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/s823h7c0a8nm1-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/n97a9xfvjnt8-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/qwas2zuzv7kr3-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/11cao39kkkdf1-PL/image""]"
1097364883,Pokój jednoosobowy – WSZYSTKIE OPŁATY W CENIE,Praga-Północ,1750,false,https://www.olx.pl/d/oferta/pokoj-jednoosobowy-wszystkie-oplaty-w-cenie-CID3-ID1cgqJB.html?search_reason=search%7Corganic,"Szukasz samodzielnego, przytulnego pokoju i masz dość niespodzianek w postaci wysokich rachunków za prąd czy ogrzewanie? Ta oferta jest dla Ciebie!
Do wynajęcia od 1 października br. jasny, nieprzechodni pokój jednoosobowy (ok. 14 m²) w klimatycznej kamienicy przy ul. Kłopotowskiego (II piętro). Oferta bezpośrednia od właściciela – bez prowizji!
DLACZEGO WARTO?
• Pełen komfort: Pokój jest w pełni umeblowany (wygodna wersalka, biurko, krzesło, duża szafa, szafka z półkami na książki i szufladami oraz dodatkowa szafka z szufladami). Na oknach zamontowane są rolety wewnętrzne.
• Stała cena: 1750 zł to całkowity koszt. Ogrzewanie, woda, prąd, gaz oraz szybki internet Wi-Fi (sieć PLAY) są już wliczone w cenę. Najemca nie ponosi żadnych dodatkowych kosztów!
• Świetni współlokatorzy: W mieszkaniu (ok. 67 m²) mieszkają obecnie dwie młode, pracujące osoby po studiach (każda w swoim pokoju). Wszystkie 3 pokoje w mieszkaniu są w pełni samodzielne i nieprzechodnie.
• Świetne warunki: Kamienica jest w bardzo dobrym stanie, ma wyremontowaną klatkę schodową oraz drzwi wejściowe z domofonem cyfrowym. Mieszkanie wykończone jest panelami (w pokojach) oraz płytkami (korytarz, kuchnia, łazienka).
• Wyposażenie: Do Twojej dyspozycji jest duża kuchnia (kuchenka gazowa z piekarnikiem elektrycznym, duża lodówka oraz naczynia, garnki, talerze, szklanki i sztućce), łazienka z prysznicem i nową pralką, przestronny korytarz oraz praktyczne pomieszczenie gospodarcze.
• Ciepło przez całą zimę: Mieszkanie jest bardzo ciepłe, ogrzewane z centralnego ogrzewania miejskiego (brak jakichkolwiek liczników ciepła czy podzielników na kaloryferach).
REWELACYJNA LOKALIZACJA (pieszo):
• 1 min (50 m) do przystanku autobusowego (linia dzienna 162 oraz nocne N14 i N64 – tylko 5 minut / 2 przystanki do stacji „Metro Centrum Nauki Kopernik”)
• 5 min (450 m) do przystanków tramwajowych i autobusowych „Park Praski” (skąd dojedziesz niemal w każde miejsce w Warszawie)
• 10 min (850 m) do stacji metra M2 „Dworzec Wileński” oraz centrum handlowego „Galeria Wileńska” (tam m.in. Carrefour, McDonald’s, KFC, Burger King)
• Spacery: 1600 m do Kolumny Zygmunta oraz 1800 m do dworca kolejowego Warszawa Wschodnia
• Parkowanie: Bezpośrednio przed kamienicą prawie zawsze są wolne miejsca postojowe (w ramach strefy płatnego parkowania), a w odległości 250 m znajduje się parking strzeżony.
DLA KOGO?
Zdecydowanie preferowani studenci i młode osoby pracujące (wiek do 35 lat).
INFORMACJE FORMALNE:
• Dostępność: od 21 września 2026 r.
• Zabezpieczenie: kaucja zwrotna (wysokość do ustalenia).
• Oglądanie: Możliwość obejrzenia pokoju w zasadzie codziennie (po wcześniejszym umówieniu).
Zapraszam do kontaktu! Pokój czeka na Ciebie.",ul. Kłopotowskiego,0,False,,False,False,1750,"[""https://ireland.apollo.olxcdn.com:443/v1/files/0oivgqz322t63-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/h2zmulw3qai73-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/owz4wav0f9v9-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/jhkbuzs9mv7x-PL/image""]"
1097998030,pokój samo Centrum,Śródmieście,1800,true,https://www.olx.pl/d/oferta/pokoj-samo-centrum-CID3-ID1cj5rE.html?search_reason=search%7Corganic,"Pokój, Warszawa CENTRUM przy METRZE Rondo ONZ, a do Ronda Daszyńskiego 350 m
Pokój dostępny od 10 września. W wysokim standardzie. Wykończony w stylu skandynawskim.
Pokój w pełni umeblowany, zamykany na klucz. Jest w nim: łóżko z szufladami, biurko, komoda, krzesło, nowoczesna półka ścienna na książki, duża szafa z pólkami i wieszakami, rolety dzień/noc, dywanik, lampka, elementy dekoracyjne, łatwy dostęp do prądu gniazdko na każdej ścianie.
Ścisłe centrum! Lokale gastronomiczne, usługowe, transport na wyciągnięcie ręki.
Jeśli chcesz mieć blisko do metra, do Dworca Centralnego, pod Pałac Kultury i Złotych Tarasów, to zapraszam na Rondo ONZ. Idealny dojazd w każde miejsce Warszawy.
W mieszkaniu są cztery niezależne pokoje zamykane na klucz, duża oddzielna kuchnia (nie na korytarzy w przejściu) w pełni wyposażona (zmywarka, duża lodówka, mikrofalówka, opiekacz, piekarnik, czajnik elektryczny, garnki, patelnia, przybory kuchenne, deska do krojenia, zestaw naczyń talerzy i sztućców itp.) - dodatkowe wyposażenie: odkurzacz, żelazko, suszarka, deska do prasowania, mop obrotowy itp), 2 łazienki z 2 WC, miejsce wspólne na posiłek - wszystkie pomieszczenia z wejściem z przedpokoju - nie ma pokoi przechodnich!!! Idealne dla 4 osób. Pozostałe pokoje już wynajęte.
Mieszkanie na 4 piętrze w budynku z winda, powierzchnia mieszkania 65m.
Szybki internet światłowodowy 500Mb/s WiFi.
Koszt 1800 zł + opłata media 400 zł
Kaucja zwrotna w wysokości jednego czynszu.
kontakt   - 51***********45
POŚREDNIKOM DZIĘKUJĘ!",Rondo ONZ,400,True,,,True,2200,"[""https://ireland.apollo.olxcdn.com:443/v1/files/ek1apl233czl-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/tf3vsdmta6j9-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/6ai6juqqoord1-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/cl2tsyl932vr3-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/3pflc7l4lmnc2-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/z7l7xrve37k31-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/mhsz4o3oing-PL/image"", ""https://ireland.apollo.olxcdn.com:443/v1/files/xw31l8qiscxn2-PL/image""]"
1094012262,Przytulny pokój w pięknej części Bemowa. 1199 total.,Bemowo,899,false,https://www.olx.pl/d/oferta/przytulny-pokoj-w-pieknej-czesci-bemowa-1199-total-CID3-ID1c2mz4.html?search_reason=search%7Corganic,"Do wynajęcia pokój – idealny dla studenta lub studentki!
Do wynajęcia pokój w wyremontowanym i funkcjonalnie urządzonym mieszkaniu na Bemowie, ul. Muszlowa 3. W mieszkaniu jest szybkie Wi-Fi, w pełni wyposażona kuchnia i 2 łazienki.
Komunikacja:
Blisko przystanki autobusowe (112, 122, 177, 190, 249, N01, N42) i tramwajowe (10,11, 26), szybki dojazd do centrum oraz do stacji Metro Bemowo.
Okolica:
Piękna i zielona! Fort Bema i Park Górczewska – świetne miejsce do spacerów i rekreacji. W pobliżu sklepy, Galeria Bemowo, restauracje, szkoły i uczelnie (m.in. WAT, AWF).
Koszt:
Czynsz:  899 zł
media (w tym internet) 300 zł
Jednorazowa kaucja zwrotna: 1200 zł
Szukamy studentów i młodych pracujących. W mieszkaniu znajduje się 5 pojedynczych pokoi. Część wspólna jest w pełni wyposażona.
Zapraszam do kontaktu przez telefon lub WhatsApp i obejrzenia mieszkania.
Jan
45*******68",ul. Muszlowa 3,300,True,1200,True,True,1199,[]
